date,"('ICLN', 'ICLN')","('XLE', 'XLE')","('VIX', '^VIX')","('Brent', 'BZ=F')","('SP500', '^GSPC')",dgs10,carbon_eua
2010-02-12,13.457601547241211,33.69364547729492,22.729999542236328,72.9000015258789,1075.510009765625,3.69,12.82
2010-02-16,13.93308162689209,34.4876594543457,22.25,75.68000030517578,1094.8699951171875,3.66,13.16
2010-02-17,13.781791687011719,34.43916320800781,21.719999313354492,76.2699966430664,1099.510009765625,3.74,12.79
2010-02-18,13.825020790100098,34.633113861083984,20.6299991607666,77.77999877929688,1106.75,3.79,12.83
2010-02-19,13.551255226135254,34.766456604003906,20.020000457763672,78.19000244140625,1109.1700439453125,3.78,12.36
2010-02-22,13.421574592590332,34.28763198852539,19.940000534057617,78.61000061035156,1108.010009765625,3.8,12.63
2010-02-23,13.010934829711914,33.717891693115234,21.3700008392334,77.25,1094.5999755859375,3.69,12.58
2010-02-24,12.902870178222656,33.93003845214844,20.270000457763672,78.08999633789062,1105.239990234375,3.7,12.92
2010-02-25,12.845235824584961,33.948211669921875,20.100000381469727,76.29000091552734,1102.93994140625,3.64,12.76
2010-02-26,12.881255149841309,34.027000427246094,19.5,77.58999633789062,1104.489990234375,3.61,12.86
2010-03-01,12.94609546661377,34.34218978881836,19.260000228881836,76.88999938964844,1115.7099609375,3.61,13.19
2010-03-02,12.989323616027832,34.627044677734375,19.059999465942383,78.18000030517578,1118.31005859375,3.62,13.16
2010-03-03,13.342333793640137,34.778560638427734,18.829999923706055,79.25,1118.7900390625,3.63,13.4
2010-03-04,13.407170295715332,34.59674072265625,18.719999313354492,78.54000091552734,1122.969970703125,3.61,12.98
2010-03-05,13.594483375549316,35.24528121948242,17.420000076293945,79.88999938964844,1138.699951171875,3.69,13.16
2010-03-08,13.428783416748047,35.19073486328125,17.790000915527344,80.47000122070312,1138.5,3.72,12.96
2010-03-09,13.327924728393555,35.19073486328125,17.920000076293945,79.91000366210938,1140.449951171875,3.71,12.99
2010-03-10,13.508033752441406,35.49984359741211,18.56999969482422,80.4800033569336,1145.6099853515625,3.73,13.09
2010-03-11,13.644911766052246,35.43923568725586,18.059999465942383,80.27999877929688,1150.239990234375,3.73,12.85
2010-03-12,13.680933952331543,35.45741653442383,17.579999923706055,79.38999938964844,1149.989990234375,3.71,12.76
2010-03-15,13.493619918823242,35.0937614440918,18.0,77.88999938964844,1150.510009765625,3.71,12.92
2010-03-16,13.536847114562988,35.408939361572266,17.690000534057617,79.0199966430664,1159.4599609375,3.66,12.84
2010-03-17,13.709752082824707,35.796844482421875,16.90999984741211,81.95999908447266,1166.2099609375,3.65,12.88
2010-03-18,13.443196296691895,35.26346206665039,16.6200008392334,81.4800033569336,1165.8299560546875,3.68,12.95
2010-03-19,13.176634788513184,34.83952713012695,16.969999313354492,79.87999725341797,1159.9000244140625,3.7,12.96
2010-03-22,13.111797332763672,34.748291015625,16.8700008392334,80.54000091552734,1165.81005859375,3.67,12.97
2010-03-23,13.284699440002441,34.88212585449219,16.350000381469727,80.69999694824219,1174.1700439453125,3.69,12.79
2010-03-24,13.22706413269043,34.681392669677734,17.549999237060547,79.62000274658203,1167.719970703125,3.84,12.67
2010-03-25,13.183834075927734,34.09748077392578,18.399999618530273,79.61000061035156,1165.72998046875,3.91,12.55
2010-03-26,13.3783540725708,34.109649658203125,17.770000457763672,79.29000091552734,1166.5899658203125,3.86,12.81
2010-03-29,13.60889720916748,34.772621154785156,17.59000015258789,81.16999816894531,1173.219970703125,3.88,12.67
2010-03-30,13.572869300842285,34.82736587524414,17.1299991607666,81.27999877929688,1173.27001953125,3.88,12.73
2010-03-31,13.572869300842285,34.985504150390625,17.59000015258789,82.69999694824219,1169.4300537109375,3.84,12.71
2010-04-01,13.695342063903809,35.60588836669922,17.469999313354492,84.01000213623047,1178.0999755859375,3.89,12.98
2010-04-02,,,,,,3.96,12.98
2010-04-05,13.76018238067627,36.23845291137695,17.020000457763672,85.87999725341797,1187.43994140625,4.01,12.98
2010-04-06,13.745773315429688,36.23845291137695,16.229999542236328,86.1500015258789,1189.43994140625,3.98,13.33
2010-04-07,13.990718841552734,35.87961959838867,16.6200008392334,85.58999633789062,1182.449951171875,3.89,13.42
2010-04-08,13.976310729980469,36.007328033447266,16.479999542236328,84.80999755859375,1186.43994140625,3.91,13.45
2010-04-09,13.947489738464355,36.390533447265625,16.139999389648438,84.83000183105469,1194.3699951171875,3.9,13.59
2010-04-12,14.077169418334961,36.475669860839844,15.579999923706055,84.7699966430664,1196.47998046875,3.87,13.6
2010-04-13,14.178030014038086,36.34794235229492,16.200000762939453,84.72000122070312,1197.300048828125,3.84,13.59
2010-04-14,14.350932121276855,36.694637298583984,15.59000015258789,86.1500015258789,1210.6500244140625,3.88,14.11
2010-04-15,14.458996772766113,36.68856430053711,15.890000343322754,87.16999816894531,1211.6700439453125,3.86,14.04
2010-04-16,14.055554389953613,36.068153381347656,18.360000610351562,85.98999786376953,1192.1300048828125,3.79,14.31
2010-04-19,13.76738452911377,36.1168212890625,17.34000015258789,84.2300033569336,1197.52001953125,3.83,14.47
2010-04-20,13.925880432128906,36.82236099243164,15.729999542236328,84.80000305175781,1207.1700439453125,3.82,14.63
2010-04-21,13.709752082824707,36.78587341308594,16.31999969482422,85.69999694824219,1205.93994140625,3.77,14.57
2010-04-22,13.709752082824707,36.87710952758789,16.469999313354492,85.66999816894531,1208.6700439453125,3.8,14.57
2010-04-23,13.83942699432373,37.76512908935547,16.6200008392334,87.25,1217.280029296875,3.84,14.85
2010-04-26,13.680933952331543,37.63739776611328,17.469999313354492,86.83000183105469,1212.050048828125,3.83,15.49
2010-04-27,13.205451965332031,36.48175048828125,22.809999465942383,85.77999877929688,1183.7099609375,3.71,15.15
2010-04-28,13.090182304382324,36.852779388427734,21.079999923706055,86.16000366210938,1191.3599853515625,3.8,14.88
2010-04-29,13.60889720916748,36.89535903930664,18.440000534057617,86.9000015258789,1206.780029296875,3.76,15.25
2010-04-30,13.25588321685791,36.43917465209961,22.049999237060547,87.44000244140625,1186.68994140625,3.69,15.84
2010-05-03,13.551255226135254,36.852779388427734,20.190000534057617,88.94000244140625,1202.260009765625,3.72,16.42
2010-05-04,12.888463973999023,35.867431640625,23.84000015258789,,1173.5999755859375,3.63,15.82
2010-05-05,12.362547874450684,35.30177688598633,24.90999984741211,82.61000061035156,1165.8699951171875,3.58,15.88
2010-05-06,11.865453720092773,34.09748077392578,32.79999923706055,79.83000183105469,1128.1500244140625,3.41,16.07
2010-05-07,11.570076942443848,33.446678161621094,40.95000076293945,78.2699966430664,1110.8800048828125,3.45,15.42
2010-05-10,12.405776977539062,34.87601852416992,28.84000015258789,80.12000274658203,1159.72998046875,3.57,15.14
2010-05-11,12.110400199890137,34.64488220214844,28.31999969482422,80.48999786376953,1155.7900390625,3.56,15.57
2010-05-12,12.218461990356445,35.125404357910156,25.520000457763672,81.19999694824219,1171.6700439453125,3.56,15.62
2010-05-13,11.959111213684082,34.900352478027344,26.68000030517578,80.11000061035156,1157.43994140625,3.55,15.73
2010-05-14,11.65652847290039,34.20696258544922,31.239999771118164,77.18000030517578,1135.6800537109375,3.44,15.56
2010-05-17,11.346744537353516,33.85419464111328,30.84000015258789,75.0999984741211,1136.93994140625,3.47,15.01
2010-05-18,11.058574676513672,33.5926628112793,33.54999923706055,74.43000030517578,1120.800048828125,3.38,15.2
2010-05-19,11.036961555480957,33.20946502685547,35.31999969482422,73.69000244140625,1115.050048828125,3.36,14.63
2010-05-20,10.755995750427246,31.72538185119629,45.790000915527344,71.83999633789062,1071.5899658203125,3.25,14.61
2010-05-21,10.907286643981934,32.27886962890625,40.099998474121094,71.68000030517578,1087.68994140625,3.2,14.76
2010-05-24,10.647929191589355,31.542917251586914,38.31999969482422,71.16999816894531,1073.6500244140625,3.23,15.33
2010-05-25,10.547070503234863,31.615903854370117,34.61000061035156,69.55000305175781,1074.030029296875,3.18,15.11
2010-05-26,10.417393684387207,31.548986434936523,35.02000045776367,71.73999786376953,1067.949951171875,3.21,15.61
2010-05-27,11.015349388122559,32.88710403442383,29.68000030517578,74.66000366210938,1103.06005859375,3.34,15.4
2010-05-28,10.95771598815918,32.26671600341797,32.06999969482422,74.0199966430664,1089.4100341796875,3.31,15.02
2010-06-01,10.58309268951416,30.733951568603516,35.540000915527344,72.70999908447266,1070.7099609375,3.29,15.05
2010-06-02,10.777606964111328,32.066001892089844,30.170000076293945,73.75,1098.3800048828125,3.35,15.18
2010-06-03,10.907286643981934,32.49783706665039,29.459999084472656,75.41000366210938,1102.8299560546875,3.39,15.17
2010-06-04,10.4894380569458,31.354351043701172,35.47999954223633,72.08999633789062,1064.8800048828125,3.2,15.25
2010-06-07,10.258898735046387,31.080650329589844,36.56999969482422,72.08999633789062,1050.469970703125,3.17,15.13
2010-06-08,10.25169563293457,31.597652435302734,33.70000076293945,72.08999633789062,1062.0,3.18,15.6
2010-06-09,10.194061279296875,31.269207000732422,33.72999954223633,72.08999633789062,1055.68994140625,3.2,15.67
2010-06-10,10.799219131469727,32.83844757080078,30.56999969482422,75.29000091552734,1086.8399658203125,3.33,15.37
2010-06-11,11.022553443908691,33.039161682128906,28.790000915527344,74.3499984741211,1091.5999755859375,3.24,15.53
2010-06-14,11.08739185333252,32.86886215209961,28.579999923706055,75.19999694824219,1089.6300048828125,3.28,15.76
2010-06-15,11.613308906555176,33.82986068725586,25.8700008392334,76.19999694824219,1115.22998046875,3.32,15.64
2010-06-16,11.534058570861816,33.8055419921875,25.920000076293945,78.13999938964844,1114.6099853515625,3.27,15.42
2010-06-17,11.570076942443848,33.76902770996094,25.049999237060547,78.68000030517578,1116.0400390625,3.21,15.56
2010-06-18,11.65652847290039,33.977996826171875,23.950000762939453,78.22000122070312,1117.510009765625,3.24,15.62
2010-06-21,11.695809364318848,33.9046745300293,24.8799991607666,78.81999969482422,1113.199951171875,3.26,15.7
2010-06-22,11.39031982421875,32.91485595703125,27.049999237060547,78.04000091552734,1095.31005859375,3.18,15.2
2010-06-23,11.528515815734863,32.66433334350586,26.90999984741211,76.2699966430664,1092.0400390625,3.13,15.23
2010-06-24,11.193934440612793,31.980030059814453,29.739999771118164,76.47000122070312,1073.68994140625,3.14,15.11
2010-06-25,11.353949546813965,32.071678161621094,28.530000686645508,78.12000274658203,1076.760009765625,3.12,15.28
2010-06-28,11.186661720275879,31.63785171508789,29.0,77.58999633789062,1074.5699462890625,3.05,15.29
2010-06-29,10.655692100524902,30.593036651611328,34.130001068115234,75.44000244140625,1041.239990234375,2.97,15.15
2010-06-30,10.6193265914917,30.35474395751953,34.540000915527344,75.01000213623047,1030.7099609375,2.97,15.19
2010-07-01,10.8302583694458,30.244766235351562,32.86000061035156,72.33999633789062,1027.3699951171875,2.96,15.18
2010-07-02,11.019370079040527,30.171445846557617,30.1200008392334,71.6500015258789,1022.5800170898438,3.0,15.29
2010-07-06,11.164840698242188,30.464712142944336,29.649999618530273,71.44999694824219,1028.06005859375,2.95,15.08
2010-07-07,11.695809364318848,31.54007911682129,26.84000015258789,73.51000213623047,1060.27001953125,3.0,14.74
2010-07-08,11.761268615722656,31.986114501953125,25.709999084472656,74.70999908447266,1070.25,3.04,14.29
2010-07-09,11.972201347351074,32.151092529296875,24.979999542236328,75.41999816894531,1077.9599609375,3.07,14.55
2010-07-12,11.739448547363281,32.06555938720703,24.43000030517578,74.37000274658203,1078.75,3.08,13.99
2010-07-13,11.85582447052002,32.450496673583984,24.559999465942383,76.6500015258789,1095.3399658203125,3.15,13.77
2010-07-14,11.89946460723877,32.4138298034668,24.889999389648438,76.7699966430664,1095.1700439453125,3.07,13.94
2010-07-15,12.008566856384277,32.377174377441406,25.139999389648438,,1096.47998046875,3.0,13.88
2010-07-16,11.732172012329102,31.60731315612793,26.25,75.37000274658203,1064.8800048828125,2.96,14.19
2010-07-19,11.841278076171875,31.808929443359375,25.969999313354492,75.62000274658203,1071.25,2.99,14.48
2010-07-20,12.081304550170898,32.53602981567383,23.93000030517578,76.22000122070312,1083.47998046875,2.98,14.16
2010-07-21,11.892192840576172,32.004451751708984,25.639999389648438,75.37000274658203,1069.5899658203125,2.9,13.87
2010-07-22,12.28496265411377,32.71322250366211,24.6299991607666,77.81999969482422,1093.6700439453125,2.96,14.18
2010-07-23,12.43770694732666,32.8598518371582,23.469999313354492,77.44999694824219,1102.6600341796875,3.02,13.94
2010-07-26,12.532261848449707,33.147037506103516,22.729999542236328,77.5,1115.010009765625,3.03,13.46
2010-07-27,12.364969253540039,32.98818588256836,23.190000534057617,76.12999725341797,1113.8399658203125,3.08,13.65
2010-07-28,12.263141632080078,32.91485595703125,24.25,76.05999755859375,1106.1300048828125,3.03,13.7
2010-07-29,12.175862312316895,32.9637336730957,24.1299991607666,77.58999633789062,1101.530029296875,3.03,13.95
2010-07-30,11.819458961486816,32.89651107788086,23.5,78.18000030517578,1101.5999755859375,2.94,14.08
2010-08-02,12.13949203491211,34.04522705078125,22.010000228881836,80.81999969482422,1125.8599853515625,2.99,14.43
2010-08-03,12.13949203491211,34.03299331665039,22.6299991607666,82.68000030517578,1120.4599609375,2.94,14.37
2010-08-04,12.226773262023926,34.295719146728516,22.209999084472656,82.19999694824219,1127.239990234375,2.98,14.27
2010-08-05,12.270416259765625,34.40571594238281,22.100000381469727,81.61000061035156,1125.81005859375,2.94,14.28
2010-08-06,12.277687072753906,33.99632263183594,21.739999771118164,80.16000366210938,1121.6400146484375,2.86,14.17
2010-08-09,12.423158645629883,34.13685989379883,22.139999389648438,80.98999786376953,1127.7900390625,2.86,14.51
2010-08-10,12.219499588012695,33.85580825805664,22.3700008392334,79.5999984741211,1121.06005859375,2.79,14.44
2010-08-11,11.688531875610352,32.84763717651367,25.389999389648438,77.63999938964844,1089.469970703125,2.72,14.34
2010-08-12,11.659438133239746,32.65212631225586,25.729999542236328,75.5199966430664,1083.6099853515625,2.74,14.36
2010-08-13,11.63034439086914,32.59712219238281,26.239999771118164,75.11000061035156,1079.25,2.68,14.42
2010-08-16,11.652168273925781,32.59101486206055,26.100000381469727,74.8499984741211,1079.3800048828125,2.58,14.34
2010-08-17,11.86309814453125,33.13481521606445,24.329999923706055,76.93000030517578,1092.5400390625,2.64,14.42
2010-08-18,11.732172012329102,32.81710433959961,24.59000015258789,76.47000122070312,1094.1600341796875,2.64,14.33
2010-08-19,11.521242141723633,32.28551483154297,26.440000534057617,75.30000305175781,1075.6300048828125,2.58,14.85
2010-08-20,11.339406967163086,31.888357162475586,25.489999771118164,74.26000213623047,1071.68994140625,2.62,15.0
2010-08-23,11.34667682647705,31.900571823120117,25.65999984741211,73.62000274658203,1067.3599853515625,2.6,14.76
2010-08-24,11.10665225982666,31.405677795410156,27.459999084472656,72.37999725341797,1051.8699951171875,2.5,14.9
2010-08-25,11.113926887512207,31.307918548583984,26.700000762939453,73.4800033569336,1055.3299560546875,2.54,15.32
2010-08-26,11.157565116882324,31.026844024658203,27.3700008392334,75.0199966430664,1047.219970703125,2.5,15.18
2010-08-27,11.455780029296875,31.833391189575195,24.450000762939453,76.6500015258789,1064.5899658203125,2.66,15.22
2010-08-30,11.237574577331543,31.36900520324707,27.209999084472656,76.5999984741211,1048.9200439453125,2.54,15.39
2010-08-31,11.29576301574707,31.283466339111328,26.049999237060547,74.63999938964844,1049.3299560546875,2.47,15.22
2010-09-01,11.659438133239746,32.450496673583984,23.889999389648438,76.3499984741211,1080.2900390625,2.58,15.34
2010-09-02,11.81218433380127,32.71934127807617,23.190000534057617,76.93000030517578,1090.0999755859375,2.63,15.73
2010-09-03,11.921287536621094,33.116485595703125,21.309999465942383,76.66999816894531,1104.510009765625,2.72,15.69
2010-09-07,11.732172012329102,32.62156677246094,23.799999237060547,77.73999786376953,1091.8399658203125,2.61,15.69
2010-09-08,11.790362358093262,32.90263366699219,23.25,78.16999816894531,1098.8699951171875,2.66,15.56
2010-09-09,11.819458961486816,32.9698371887207,22.809999465942383,77.47000122070312,1104.1800537109375,2.77,15.46
2010-09-10,11.834004402160645,33.312007904052734,21.989999771118164,78.16000366210938,1109.550048828125,2.81,15.23
2010-09-13,11.994020462036133,33.58084487915039,21.209999084472656,79.02999877929688,1121.9000244140625,2.74,15.25
2010-09-14,12.16858196258545,33.46477127075195,21.559999465942383,79.16000366210938,1121.0999755859375,2.68,15.22
2010-09-15,12.044936180114746,33.39755630493164,22.100000381469727,78.91000366210938,1125.0699462890625,2.74,15.37
2010-09-16,12.124944686889648,33.244781494140625,21.719999313354492,78.4800033569336,1124.6600341796875,2.77,15.21
2010-09-17,11.928559303283691,33.07844161987305,22.010000228881836,78.20999908447266,1125.5899658203125,2.75,15.26
2010-09-20,12.015839576721191,33.637020111083984,21.5,79.31999969482422,1142.7099609375,2.72,14.97
2010-09-21,12.02311897277832,33.66157531738281,22.350000381469727,78.41999816894531,1139.780029296875,2.61,14.87
2010-09-22,12.052207946777344,33.41606140136719,22.510000228881836,77.94999694824219,1134.280029296875,2.56,14.99
2010-09-23,12.015839576721191,33.207359313964844,23.8700008392334,78.11000061035156,1124.8299560546875,2.56,14.83
2010-09-24,12.248594284057617,33.925514221191406,21.709999084472656,78.87000274658203,1148.6700439453125,2.62,15.23
2010-09-27,12.197683334350586,33.7966194152832,22.540000915527344,78.56999969482422,1142.1600341796875,2.54,15.32
2010-09-28,12.364969253540039,34.0360107421875,22.600000381469727,78.70999908447266,1147.699951171875,2.48,15.67
2010-09-29,12.401335716247559,34.398155212402344,23.25,80.7699966430664,1144.72998046875,2.52,15.65
2010-09-30,12.561355590820312,34.41041946411133,23.700000762939453,82.30999755859375,1141.199951171875,2.53,15.41
2010-10-01,12.495895385742188,34.870784759521484,22.5,83.75,1146.239990234375,2.54,15.36
2010-10-04,12.30678653717041,34.434974670410156,23.530000686645508,83.27999877929688,1137.030029296875,2.5,15.27
2010-10-05,12.634089469909668,35.24522399902344,21.760000228881836,84.83999633789062,1160.75,2.5,15.57
2010-10-06,12.619542121887207,35.55827713012695,21.489999771118164,85.05999755859375,1159.969970703125,2.41,15.57
2010-10-07,12.641363143920898,35.38026428222656,21.559999465942383,83.43000030517578,1158.06005859375,2.41,15.47
2010-10-08,12.655911445617676,35.822208404541016,20.709999084472656,84.02999877929688,1165.1500244140625,2.41,15.57
2010-10-11,12.86684513092041,35.9204216003418,18.959999084472656,83.72000122070312,1165.3199462890625,2.41,15.84
2010-10-12,12.76501178741455,35.865169525146484,18.93000030517578,83.5,1169.77001953125,2.44,15.75
2010-10-13,12.917757034301758,36.30097198486328,19.06999969482422,84.63999938964844,1178.0999755859375,2.46,15.63
2010-10-14,13.005036354064941,36.24573516845703,19.8799991607666,84.52999877929688,1173.81005859375,2.52,15.54
2010-10-15,12.86684513092041,36.34394073486328,19.030000686645508,82.44999694824219,1176.18994140625,2.59,15.45
2010-10-18,12.946849822998047,36.442161560058594,19.09000015258789,84.37000274658203,1184.7099609375,2.52,15.38
2010-10-19,12.394062995910645,35.71784973144531,20.6299991607666,81.0999984741211,1165.9000244140625,2.5,15.03
2010-10-20,12.61227035522461,36.178218841552734,19.790000915527344,83.5999984741211,1178.1700439453125,2.51,15.15
2010-10-21,12.43770694732666,36.159786224365234,19.270000457763672,81.83000183105469,1180.260009765625,2.57,14.86
2010-10-22,12.510441780090332,36.39918899536133,18.780000686645508,82.95999908447266,1183.0799560546875,2.59,15.07
2010-10-25,12.648638725280762,36.497406005859375,19.850000381469727,83.54000091552734,1185.6199951171875,2.59,15.16
2010-10-26,12.532261848449707,36.5710563659668,20.219999313354492,83.66000366210938,1185.6400146484375,2.67,15.0
2010-10-27,12.488619804382324,36.417598724365234,20.709999084472656,83.2300033569336,1182.449951171875,2.75,15.1
2010-10-28,12.524989128112793,36.33781051635742,20.8799991607666,83.58999633789062,1183.780029296875,2.69,14.91
2010-10-29,12.3358736038208,36.36236572265625,21.200000762939453,83.1500015258789,1183.260009765625,2.63,14.63
2010-11-01,12.20495319366455,36.40532684326172,21.829999923706055,84.62000274658203,1184.3800048828125,2.66,14.69
2010-11-02,12.481344223022461,36.804317474365234,21.56999969482422,85.41000366210938,1193.5699462890625,2.63,14.71
2010-11-03,12.583176612854004,36.88410186767578,19.559999465942383,86.37999725341797,1197.9599609375,2.67,14.69
2010-11-04,12.808655738830566,38.056495666503906,18.520000457763672,88.0,1221.06005859375,2.53,14.38
2010-11-05,12.71410083770752,38.24676513671875,18.260000228881836,88.11000061035156,1225.8499755859375,2.58,14.51
2010-11-08,12.721370697021484,38.36339569091797,18.290000915527344,88.45999908447266,1223.25,2.6,14.24
2010-11-09,12.524989128112793,38.289730072021484,19.079999923706055,88.33000183105469,1213.4000244140625,2.72,14.3
2010-11-10,12.539534568786621,38.78080368041992,18.469999313354492,88.95999908447266,1218.7099609375,2.65,14.49
2010-11-11,12.219499588012695,39.2104606628418,18.639999389648438,88.80999755859375,1213.5400390625,2.65,14.84
2010-11-12,11.921287536621094,38.633487701416016,20.610000610351562,86.33999633789062,1199.2099609375,2.76,14.9
2010-11-15,11.943108558654785,38.437049865722656,20.200000762939453,86.69999694824219,1197.75,2.92,15.11
2010-11-16,11.593977928161621,37.718902587890625,22.579999923706055,84.7300033569336,1178.3399658203125,2.85,14.63
2010-11-17,11.397590637207031,37.872344970703125,21.760000228881836,83.27999877929688,1178.5899658203125,2.89,14.88
2010-11-18,11.593977928161621,38.70713806152344,18.75,85.05000305175781,1196.68994140625,2.9,14.94
2010-11-19,11.659438133239746,39.0324592590332,18.040000915527344,84.33999633789062,1199.72998046875,2.88,14.96
2010-11-22,11.470328330993652,38.90968704223633,18.3700008392334,83.95999908447266,1197.8399658203125,2.8,15.08
2010-11-23,11.244850158691406,38.1485595703125,20.6299991607666,83.25,1180.72998046875,2.77,15.02
2010-11-24,11.339406967163086,38.836036682128906,19.559999465942383,85.83999633789062,1198.3499755859375,2.93,15.15
2010-11-26,11.208480834960938,38.36953353881836,22.219999313354492,85.58000183105469,1189.4000244140625,2.87,15.08
2010-11-29,11.033917427062988,38.62733459472656,21.530000686645508,87.33999633789062,1187.760009765625,2.84,14.95
2010-11-30,10.81571102142334,38.49229049682617,23.540000915527344,85.91999816894531,1180.550048828125,2.81,14.76
2010-12-01,11.01209831237793,39.633975982666016,21.360000610351562,88.87000274658203,1206.0699462890625,2.97,14.84
2010-12-02,11.281216621398926,40.22325897216797,19.389999389648438,90.69000244140625,1221.530029296875,3.01,14.67
2010-12-03,11.426687240600586,40.4012565612793,18.010000228881836,91.41999816894531,1224.7099609375,3.03,14.75
2010-12-06,11.492148399353027,40.536293029785156,18.020000457763672,91.44999694824219,1223.1199951171875,2.95,14.87
2010-12-07,11.419414520263672,40.382850646972656,17.989999771118164,91.38999938964844,1223.75,3.15,14.79
2010-12-08,11.426687240600586,40.19257736206055,17.739999771118164,90.7699966430664,1228.280029296875,3.26,14.67
2010-12-09,11.513967514038086,40.28462600708008,17.25,90.98999786376953,1233.0,3.23,14.53
2010-12-10,11.659438133239746,40.45035934448242,17.610000610351562,90.4800033569336,1240.4000244140625,3.32,14.59
2010-12-13,11.637619018554688,40.79410171508789,17.549999237060547,91.19000244140625,1240.4599609375,3.29,14.53
2010-12-14,11.67398452758789,40.60381317138672,17.610000610351562,91.20999908447266,1241.5899658203125,3.49,14.46
2010-12-15,11.492148399353027,40.382850646972656,17.940000534057617,92.19999694824219,1235.22998046875,3.53,14.34
2010-12-16,11.572157859802246,40.609962463378906,17.389999389648438,91.70999908447266,1242.8699951171875,3.47,14.26
2010-12-17,11.492148399353027,40.624141693115234,16.110000610351562,91.66999816894531,1243.9100341796875,3.33,13.98
2010-12-20,11.469443321228027,40.88924789428711,16.40999984741211,92.73999786376953,1247.0799560546875,3.36,13.9
2010-12-21,11.615924835205078,41.302330017089844,16.489999771118164,93.19999694824219,1254.5999755859375,3.35,13.96
2010-12-22,11.615924835205078,41.44413757324219,15.449999809265137,93.6500015258789,1258.8399658203125,3.36,14.1
2010-12-23,11.571980476379395,41.561302185058594,16.469999313354492,94.25,1256.77001953125,3.41,13.86
2010-12-27,11.542684555053711,41.41331100463867,17.670000076293945,93.8499984741211,1257.5400390625,3.36,13.86
2010-12-28,11.462119102478027,41.567447662353516,17.520000457763672,94.37999725341797,1258.510009765625,3.5,13.86
2010-12-29,11.584720611572266,41.980533599853516,17.280000686645508,94.13999938964844,1259.780029296875,3.35,14.06
2010-12-30,11.61408805847168,42.01752471923828,17.520000457763672,93.08999633789062,1257.8800048828125,3.38,13.94
2010-12-31,11.628771781921387,42.07917785644531,17.75,94.75,1257.6400146484375,3.3,14.02
